Auteur,Texte,Sentiment,Date,Texte_nettoye
https://goo.gl/maps/9iRAktW6meBP9X9a9,"Chers parents, chers enfants et chers passionnés de l’informatique !
Nous avons le plaisir de vous annoncer la 3ème édition de nos stages vacances, une collaboration exceptionnelle entre BAKO & N'DO Web Consulting, l'Université de Technologies et de Management (UTM), le Lycée Technique Bethel, et l'entreprise Meolink. Offrez à vos enfants âgés de 8 à 18 ans une expérience enrichissante dédiée à l’univers de la technologie et au développement personnel.
Nos stages vacances se dérouleront simultanément à l'UTM et au Lycée Technique Bethel en 2 sessions :
Session 1 : 1 juillet au 27 juillet 2024
Session 2 : 29 juillet au 24 août 2024
 Libérez le potentiel numérique de votre enfant lors de notre stage vacances en informatique de pointe ! 
Lieu  1 :  Université de Technologies et de Management (UTM) sis à Ouaga 2000, Localisation google maps : https://goo.gl/maps/9iRAktW6meBP9X9a9
Lieu 2 : Lycée Technique Bethel - Tanghin
Localisation Google Maps : https://maps.app.goo.gl/TkhU1kz1SM8vxPTAA
Programme des 4 semaines :
Semaine 1 : Initiation informatique, initiation à la bureautique et drones
Semaine 2 : Apprendre à coder avec Scratch, créer son site web avec HTML et CSS, et découvrir la réalité virtuelle et augmentée
Semaine 3 : Robotique et Développement personnel (Éducation financière et Prise de parole)
Semaine 4 : Hackathon pour les enfants
Tarif et Inscriptions :
Tarif pour une session (4 semaines de formation) : 65.000F (Déjeuner compris)
Réduction possible si vous inscrivez plusieurs enfants.
Notre Plus :
Des conseils personnalisés pour la poursuite d'études dans le domaine de l’informatique, avec des informations sur les écoles, formations et débouchés au Burkina Faso.
Inscription :
Remplissez le formulaire en ligne dès maintenant : https://forms.gle/XFJjgCpwEWw4pqa99
En fin de formation les enfants recevront le support de formation et un attestation de participation pour le stage vacances.
Contact :
Pour plus d'informations, n'hésitez pas à nous contacter :
Téléphone : 63 62 66 78 / 57 84 88 43 / 70 31 12 92
Email : commercial@bakondo.com
Ne manquez pas cette opportunité unique pour vos enfants de s'initier aux technologies de demain et de développer des compétences essentielles pour leur avenir !
Bien cordialement,
L'équipe BAKO & N'DO Web Consulting
BAKO & N’DO Web Consulting - Construire ensemble votre identité numérique",neutre,01/01/2019,cher parent cher enfant cher passionn linformatique plaisir annoncer dition stage vacance collaboration exceptionnel entrer bako ndo web consulting luniversit technologier management utm lyce technique bethel lentreprise meolink offrir enfant gs an exprienc enrichissante ddie luniver technologie dveloppement personnel stage vacance drouleront simultanmer lutm lyc technique bethel session session juillet juillet session juillet aot librez potentiel numriqu enfant lors stage vacance informatique pointe lieu universit technologier management utm sis ouaga localisation google maps lieu lyce technique bethel tanghin localisation google maps programme semaine semain initiation informatique initiation bureautique drone semaine apprendre coder scratch crer site web html css dcouvrir ralit virtuel augmenter semaine robotique dveloppement personnel ducation financir prise parole semain hackathon enfant tarif inscription tarif session semaine formation f djeuner compris rduction possible si inscrire plusieurs enfant plus conseil personnaliss poursuite dtuder domaine linformatiqu information cole formation dbouchs burkina faso inscription remplir formulaire lign ds maintenant fin formation enfant recevoir support formation attestation participation stage vacance contact plus dinformation nhsiter contacter tlphone e-mail commercialcom manquer ce opportunit unique enfant sinitier technologier demain dvelopper comptence essentiel avenir bien cordialement lquipe bako ndo web consulting bako ndo web consulting construire ensembl identit numriqu
Ouagadougou,Bonjour les membres— à Ouagadougou.,neutre,01/01/2019,bonjour membre ouagadougou
#ordinateur,"Je liquide #ordinateur #LENOVO— à Ouagadougou.
Prix : 65.000F— à Ouagadougou.
Tout marche bien +5H d'autonomie/ core  i5 / 161giga / RAM 4giga— à Ouagadougou.
Appel et whatsapp 56786264— à Ouagadougou.
#Ouagadougou quartier #Balkuy— à Ouagadougou.",neutre,01/01/2019,liquide ouagadougou prix f ouagadougou tout marche bien heure dautonomie core i giga-octet ram giga-octet ouagadougou appel whatsapp ouagadougou quartier ouagadougou
Ouagadougou,si vous voulez quelque chose ont peux ecrire je suis en ligne toujours contacté Blessing Tech 05 25 89 45_ 67 26 00 74— à Ouagadougou.,neutre,01/01/2019,si vouloir quelque chose peux ecrir lign toujours contact blessing tech _ ouagadougou
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf… En voir plus",neutre,01/01/2019,tudier ordinateur universit virtuel burkina faso uvbf ouverture plateform profit tudier luniversit virtuel orient luv souscrire ds maintenant ordinateurcampusfasobf voir plus
#UVBF,"Retour sur la rencontre d'accueil et d'information pour les nouveaux étudiants de l'UV-BF !
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
#UVBF #Rentrée2024 #NouveauxEtudiants #FormationEnLigne #AccueilEtInformation",neutre,01/01/2019,retour rencontr daccueil dinformation nouveau tudiant luvbf universit virtuel burkina faso formation universitaire qualit tout
Lefaso.net,"Enseignement supérieur : 4060 nouveaux étudiants inscrits à l'Université virtuelle du Burkina Faso pour l'année 2024-2025
Les étudiants de l'Université virtuelle du Burkina Faso (UVBF) effectuent officiellement leur rentrée académique ce mardi 15 octobre 2024 à l'espace numérique ouvert situé à Karpala, un quartier de Ouagadougou. Cette rentrée est l'occasion de donner aux étudiants, toutes les informations nécessaires pour faciliter la poursuite de leur cursus universitaire.
Cette année, l'Université virtuelle du Burkina reçoit 4060 nouveaux étudiants. 
En attendant le début effectif des cours, ils sont réunis à l'espace numérique ouvert afin d'être outillés sur la prise en main de la plateforme de formation, mais aussi recevoir d'autres informations utiles, telles que la subvention pour l'acquisition d'ordinateurs, l'accès à la connexion, etc.
Sur ces deux derniers points, le Président de l'Université virtuelle, Pr Jean-Marie Dipama a souligné que pour les étudiants de son université, les ordinateurs sont subventionnés à hauteur de 85% contre 60% pour les étudiants des autres universités publiques et chaque étudiant à droit à 10 gigas par mois pour la connexion, afin de pouvoir suivre les cours. 
Créée en 2019, l'Université virtuelle du Burkina Faso a reçu ses premiers étudiants en mai 2020. Avec au départ 150 étudiants, l'Université virtuelle se retrouve aujourd'hui, cinq promotions plus tard, avec plus de 11 000 étudiants. 
Elle offre des formations de niveau licence et master dans les sciences fondamentales (Mathématiques, Physique, Chimie et Sciences de la vie et de la terre) et dans les sciences transversales (Géomatique, Lettres modernes, Sciences juridiques et politiques et Sciences économiques et de gestion). 
Lefaso.net",neutre,01/01/2019,enseignement suprieur nouveau tudiant inscrire luniversit virtuel burkina faso lann tudier luniversit virtuel burkina faso uvbf effectuent officiellement rentrer acadmiqu mardi octobr lespace numriqu ouvert situ karpala quartier ouagadougou ce rentre loccasion donner tudiant tout information ncessaire faciliter poursuite cursus universitaire ce ann luniversit virtuel burkina reoit nouveau tudiant attendre dbut effectif cours runi lespac numriqu ouvert afin dtre outill prise main plateform formation aussi recevoir dautre information utile tel subvention lacquisition dordinateur laccs connexion etc deux dernier point prsident luniversit virtuel pr jeanmarie dipama avoir soulign tudiant universit ordinateur subventionns hauteur contre tudiant autre universit public chaque tudiant droit giga-octet mois connexion afin pouvoir suivre cours cre luniversit virtuel burkina faso avoir reu premier tudiant mai dpart tudiant luniversit virtuel retrouve aujourdhui cinq promotion plus tard plus tudiant offrir formation niveau licence master science fondamentale mathmatique physique chimie science vie terre science transversal gomatiqu lettre moderne science juridique politique science conomique gestion lefasonet
Université Virtuelle du Burkina Faso - UVBF,"Université Virtuelle du Burkina Faso - UVBF  informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, du  𝟐𝟑 𝐚𝐮 𝟐𝟒 𝐉𝐮𝐢𝐥𝐥𝐞𝐭 𝟐𝟎𝟐𝟒 𝐚𝐟𝐢𝐧 𝐝𝐞 𝐫é𝐜𝐮𝐩é𝐫𝐞𝐫 𝐥𝐞𝐮𝐫𝐬 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫𝐬 𝐝𝐞 𝐌𝐚𝐫𝐪𝐮𝐞 𝐀𝐒𝐔𝐒 𝐢𝟑.
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
- Chaque étudiant doit se munir de sa CNIB pour le retrait … En voir plus",neutre,01/01/2019,universit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire voir plus
https://uv.bf/retrait-des-ordinateurs-de-marque-hp.../,"L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, ce Mardi 28 Novembre 2023 afin de récupérer leurs ordinateurs (Marques HP Celeron).
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
- Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
- Pour le retrait pour une tierce personne, vous devez disposer d'une procuration en bonne et due forme.
Consulter la liste ici : https://uv.bf/retrait-des-ordinateurs-de-marque-hp.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,luniversit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala mardi novembre afin rcuprer leur ordinateur marque hp celeron remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire ordinateur retraire tierce personne devoir disposer dune procuration bon devoir forme consulter liste ici universit virtuel burkina faso formation universitaire qualit tout
ordinateur.campusfaso.bf," 1 𝗲́𝘁𝘂𝗱𝗶𝗮𝗻𝘁 1 𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗲𝘂𝗿 / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
 Assistant dépôt 77 14 81 14 
Livraison en mois d'une semaine
subventionnés par l'état à 85%
𝗚𝗿𝗼𝘂𝗽𝗲 𝗪𝗵𝗮𝘁𝘀𝗮𝗽𝗽
https://chat.whatsapp.com/Cq8XVx00ldHEHhGmWivMsp
#aiubf",neutre,01/01/2019,universit virtuel burkina faso uvbf ouverture plateform profit tudier luniversit virtuel orient luv souscrire ds maintenant ordinateurcampusfasobf assister dpt livraison mois dun semaine subventionns ltat
#Campus,"#Campus 
𝟏 𝐞́𝐭𝐮𝐝𝐢𝐚𝐧𝐭 𝟏 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨 - 𝐔𝐕𝐁𝐅 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordin… En voir plus",neutre,01/01/2019,ouverture plateform profit tudier luniversit virtuel orient luv souscrire ds maintenant ordin voir plus
#UVBF," Rencontre d'accueil et d'information pour les nouveaux étudiants de l'UV-BF !
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
#UVBF #Rentrée2024 #NouveauxEtudiants #FormationEnLigne #AccueilEtInformation",neutre,01/01/2019,rencontre daccueil dinformation nouveau tudiant luvbf universit virtuel burkina faso formation universitaire qualit tout
#ExcellencescientifiqueBurkinaFaso,"Excellence scientifique au Burkina Faso : des jeunes chercheurs du Centre d’Excellence en Intelligence Artificielle pour le Développement (CITADEL) à l’UV-BF remportent le 1er  prix en hackathon au  AfricaDigitalEdu 2024 à Abidjan
Du 15 au 16 octobre 2024, s'est tenu le Hackathon AfricaDigitalEdu à Abidjan, dans le cadre du colloque AfricaDigitalEdu 2024. L’objectif était de développer des solutions innovantes en lien avec le thème « Intelligence Artificielle et futurs numériques de l’apprentissage dans l’enseignement supérieur ». L’événement a réuni des talents nationaux et internationaux, dont 10 équipes ivoiriennes et une équipe burkinabè du Centre d'Excellence Interdisciplinaire en Intelligence Artificielle pour le développement (CITADEL) de l’Université Virtuelle du Burkina Faso (UV-BF). 
L'équipe burkinabè composée de Nematou KABORE etudiante en fin de cycle d'Ingénieur de l'Institut Supérieur de Génie Electrique (ISGE) et Emmanuel KIEBRE étudiant en fin de cycle de Master Informatique de l'Université Joseph KI ZERBO (UJKZ), fellows du programme d'Excellence de CITADEL, a proposé une application éducative en réalité virtuelle augmentée (RVA) pour l'enseignement de l'anatomie avec reconnaissance vocale basée sur l’Intelligence Artificielle (IA). Ce projet qui répond à la problématique selon laquelle les étudiants en médecine rencontrent des difficultés à apprendre leurs modules d'anatomie humaine, qui comporte de nombreuses structures, organes et systèmes interconnectés complexes à mémoriser, a retenu l'attention des membres du jury qui lui ont décerné le premier prix.
À cette occasion, le Président de l'UV-BF,  le Pr Jean Marie DIPAMA a tenu à féliciter, ce 22 octobre, les lauréats du premier prix du hackathon. Au cours de l'audience, le Président de l'UV-BF a tenu à souligner leur brillante performance et a réitéré l'engagement de l'Université Virtuelle du Burkina Faso (UV-BF) à continuer de former des talents essentiels pour le développement du secteur du numérique, en particulier dans l'intelligence artificielle dans notre pays. Le Pr DIPAMA a rappelé par ailleurs que l'objectif de formation dans le numérique se concrétise à travers le Centre d'Excellence Interdisciplinaire en Intelligence Artificielle pour le développement (CITADEL), un pilier de la stratégie de l'UV-BF pour soutenir l'innovation et l'excellence académique au Burkina Faso.
Il faut noter que le projet  CITADEL a formé une cinquantaine de talents locaux sur des thématiques de pointe en intelligence artificielle (IA) et offre des programmes de bourse, d’une durée de six mois, à des étudiants de fin de cycle de Master ou d'ingénieur provenant de toutes les universités (publiques, privées) du Burkina Faso dans  un environnement d'apprentissage structuré et encadré par des experts en IA dans plusieurs domaines (santé, langue locales, agriculture, sécurité, etc.), permettant aux bénéficiaires de développer des compétences de haut niveau dans le numérique.
Service communication et marketing 
#ExcellencescientifiqueBurkinaFaso
#UniversitévirtuelleBurkinaFaso
#EnseignementsuperieurnumeriqueBF
#UVBFMESRI",positif,01/01/2019,excellence scientifique burkina faso jeune chercheur centre dexcellence intelligence artificiel dveloppement citadel luvbf remporter er prix hackathon africadigitaledu abidjan octobre sest tenir hackathon africadigitaledu abidjan cadr colloqu africadigitaledu lobjectif tait dvelopper solution innovant lien thme intelligence artificiel futur numrique lapprentissage lenseignement suprieur lvnement avoir runi talent national international dont quipe ivoirien quipe burkinab centre dexcellence interdisciplinaire intelligence artificiel dveloppement citadel luniversit virtuel burkina faso uvbf lquip burkinab composer nematou kabore etudier fin cycle dingnieur linstitut suprieur gnie electriqu isge emmanuel kiebre tudier fin cycle master informatique luniversit joseph ki zerbo ujkz fellows programme dexcellence citadel avoir propos application ducativ ralit virtuel augmenter rver lenseignement lanatomie reconnaissance vocal base lintelligence artificiel ia projet rpond problmatiqu selon lequel tudiant mdecin rencontrer difficults apprendre leur module danatomi humain comporte nombreux structure organe systme interconnect complexe mmoriser avoir retenir lattention membre jury dcern premier prix ce occasion prsident luvbf pour jean marie dipama avoir tenir fliciter octobre laurat premier prix hackathon cours laudience prsident luvbf avoir tenir souligner brillante performance avoir ritr lengagement luniversit virtuel burkina faso uvbf continuer former talent essentiel dveloppement secteur numriqu particulier lintelligence artificiel pays pr dipama avoir rappel ailleurs lobjectif formation numriqu concrtis travers centre dexcellence interdisciplinaire intelligence artificiel dveloppement citadel pilier stratgie luvbf soutenir linnovation lexcellence acadmiqu burkina faso falloir noter projet citadel avoir form cinquantaine talent local thmatique point intelligence artificiel ia offrir programme bourse dun dure six mois tudiant fin cycle master dingnieur provenir tout universit public prive burkina faso environnement dapprentissage structur encadr expert ia plusieurs domaine ser langue local agriculture scurit etc permettre bnficiaire dvelopper comptence haut niveau numriqu service communication marketing
